direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_type
LONG,2022-07-16 17:25:00,2022-07-16 20:10:00,21459.8,21137.903,-1.5,SL
LONG,2022-07-16 20:35:00,2022-07-17 23:50:00,21081.9,20765.6715,-1.5,SL
LONG,2022-07-18 07:15:00,2022-07-18 18:55:00,22185.9,21853.111500000003,-1.5,SL
LONG,2022-07-18 20:20:00,2022-07-18 23:20:00,21641.1,22182.127499999995,2.5,TP
LONG,2022-07-19 00:30:00,2022-07-19 02:00:00,22380.0,22044.3,-1.5,SL
LONG,2022-07-19 02:05:00,2022-07-19 06:45:00,22026.7,21696.2995,-1.5,SL
LONG,2022-07-19 14:00:00,2022-07-19 15:25:00,22218.8,22774.269999999997,2.5,TP
LONG,2022-07-19 16:45:00,2022-07-20 07:05:00,23207.1,23787.277499999997,2.5,TP
LONG,2022-07-20 07:45:00,2022-07-20 14:50:00,23487.3,24074.4825,2.5,TP
LONG,2022-07-20 15:05:00,2022-07-20 16:40:00,24098.4,23736.924000000003,-1.5,SL
LONG,2022-07-20 17:30:00,2022-07-20 20:05:00,23679.9,23324.701500000003,-1.5,SL
LONG,2022-07-20 20:45:00,2022-07-21 02:45:00,23250.6,22901.840999999997,-1.5,SL
LONG,2022-07-21 03:35:00,2022-07-21 14:25:00,22842.9,22500.2565,-1.5,SL
SHORT,2022-07-25 19:00:00,2022-07-25 20:05:00,21785.0,22111.774999999998,-1.5,SL
SHORT,2022-07-25 23:00:00,2022-07-26 00:20:00,21665.7,21124.0575,2.5,TP
SHORT,2022-07-26 01:00:00,2022-07-27 07:05:00,21050.3,21366.0545,-1.5,SL
LONG,2022-07-27 19:50:00,2022-07-28 02:45:00,22698.7,23266.1675,2.5,TP
LONG,2022-07-28 03:25:00,2022-07-28 12:30:00,23180.0,22832.3,-1.5,SL
LONG,2022-07-28 12:40:00,2022-07-28 15:30:00,22918.3,23491.257499999996,2.5,TP
LONG,2022-07-28 16:30:00,2022-07-30 12:55:00,23772.3,24366.6075,2.5,TP
LONG,2022-08-03 16:00:00,2022-08-03 22:45:00,23324.9,22975.0265,-1.5,SL
SHORT,2022-08-04 00:00:00,2022-08-04 01:35:00,22814.9,23157.123499999998,-1.5,SL
LONG,2022-08-05 07:00:00,2022-08-05 17:50:00,23237.0,22888.445,-1.5,SL
LONG,2022-08-06 01:00:00,2022-08-07 00:50:00,23252.8,22904.007999999998,-1.5,SL
LONG,2022-08-07 08:00:00,2022-08-08 06:15:00,22994.0,23568.85,2.5,TP
LONG,2022-08-08 08:00:00,2022-08-09 09:55:00,23824.4,23467.034,-1.5,SL
LONG,2022-08-10 12:00:00,2022-08-10 12:35:00,23116.7,23694.6175,2.5,TP
LONG,2022-08-10 13:50:00,2022-08-10 18:40:00,24009.8,23649.653,-1.5,SL
LONG,2022-08-10 19:35:00,2022-08-11 01:25:00,23632.0,24222.8,2.5,TP
LONG,2022-08-11 01:40:00,2022-08-11 22:55:00,24293.0,23928.605,-1.5,SL
LONG,2022-08-11 23:45:00,2022-08-13 01:40:00,23922.2,24520.254999999997,2.5,TP
LONG,2022-08-13 03:00:00,2022-08-14 17:05:00,24597.2,24228.242000000002,-1.5,SL
SHORT,2022-08-17 00:00:00,2022-08-17 06:00:00,23824.3,24181.664499999995,-1.5,SL
SHORT,2022-08-19 02:00:00,2022-08-19 06:35:00,22713.3,22145.4675,2.5,TP
SHORT,2022-08-19 07:50:00,2022-08-19 11:35:00,21944.3,21395.692499999997,2.5,TP
SHORT,2022-08-19 11:40:00,2022-08-19 23:50:00,21363.2,20829.12,2.5,TP
SHORT,2022-08-20 00:45:00,2022-08-21 09:05:00,21104.1,21420.661499999995,-1.5,SL
SHORT,2022-08-22 18:00:00,2022-08-23 09:45:00,21177.7,21495.3655,-1.5,SL
SHORT,2022-08-24 20:00:00,2022-08-26 11:30:00,21692.4,21150.09,2.5,TP
SHORT,2022-08-26 16:05:00,2022-08-26 23:15:00,20787.9,20268.2025,2.5,TP
SHORT,2022-08-26 23:55:00,2022-08-28 23:25:00,20228.7,19722.982500000002,2.5,TP
SHORT,2022-08-30 12:00:00,2022-08-30 14:40:00,20419.8,19909.305,2.5,TP
SHORT,2022-08-30 15:15:00,2022-08-31 01:35:00,19811.3,20108.469499999996,-1.5,SL
SHORT,2022-09-03 11:00:00,2022-09-06 00:50:00,19831.3,20128.7695,-1.5,SL
SHORT,2022-09-06 18:30:00,2022-09-07 20:40:00,19014.9,19300.123499999998,-1.5,SL
SHORT,2022-09-07 21:25:00,2022-09-09 03:25:00,19345.2,19635.378,-1.5,SL
LONG,2022-09-09 06:00:00,2022-09-09 10:40:00,20484.8,20996.92,2.5,TP
LONG,2022-09-09 11:00:00,2022-09-10 05:15:00,20967.7,21491.892499999998,2.5,TP
LONG,2022-09-10 08:05:00,2022-09-12 01:25:00,21349.5,21883.2375,2.5,TP
SHORT,2022-09-15 08:00:00,2022-09-15 15:10:00,20174.2,19669.845,2.5,TP
SHORT,2022-09-18 18:00:00,2022-09-19 02:15:00,19687.5,19195.3125,2.5,TP
SHORT,2022-09-19 03:25:00,2022-09-19 06:40:00,18765.9,18296.752500000002,2.5,TP
SHORT,2022-09-19 06:45:00,2022-09-19 10:45:00,18446.2,18722.893,-1.5,SL
SHORT,2022-09-19 11:25:00,2022-09-19 13:40:00,18614.5,18893.7175,-1.5,SL
SHORT,2022-09-19 15:20:00,2022-09-19 19:40:00,19202.6,19490.638999999996,-1.5,SL
SHORT,2022-09-19 21:05:00,2022-09-20 13:15:00,19495.2,19007.82,2.5,TP
SHORT,2022-09-27 16:00:00,2022-09-27 16:30:00,19930.3,19432.0425,2.5,TP
SHORT,2022-09-27 17:50:00,2022-09-28 00:25:00,18921.7,19205.5255,-1.5,SL
SHORT,2022-09-28 00:30:00,2022-09-28 02:20:00,19116.0,18638.1,2.5,TP
SHORT,2022-09-28 02:50:00,2022-09-28 10:20:00,18646.2,18925.893,-1.5,SL
SHORT,2022-09-28 11:00:00,2022-09-28 14:25:00,18899.2,19182.688,-1.5,SL
SHORT,2022-10-02 17:00:00,2022-10-03 17:20:00,19193.1,19480.996499999997,-1.5,SL
LONG,2022-10-03 23:00:00,2022-10-04 08:10:00,19555.4,20044.285,2.5,TP
LONG,2022-10-04 16:25:00,2022-10-07 12:45:00,20039.3,19738.710499999997,-1.5,SL
SHORT,2022-10-10 08:00:00,2022-10-11 14:00:00,19382.6,18898.035,2.5,TP
SHORT,2022-10-15 05:00:00,2022-10-17 11:10:00,19180.3,19468.0045,-1.5,SL
LONG,2022-10-17 13:00:00,2022-10-18 18:50:00,19542.9,19249.7565,-1.5,SL
SHORT,2022-10-18 16:00:00,2022-10-21 12:10:00,19367.3,18883.1175,2.5,TP
SHORT,2022-10-21 12:15:00,2022-10-21 13:55:00,18760.3,19041.704499999996,-1.5,SL
SHORT,2022-10-21 14:20:00,2022-10-23 17:50:00,19003.3,19288.349499999997,-1.5,SL
LONG,2022-10-23 21:00:00,2022-10-24 14:20:00,19496.3,19203.855499999998,-1.5,SL
LONG,2022-10-25 18:00:00,2022-10-26 08:35:00,20094.7,20597.067499999997,2.5,TP
LONG,2022-10-26 09:05:00,2022-10-27 20:20:00,20636.9,20327.3465,-1.5,SL
LONG,2022-10-28 12:00:00,2022-10-28 16:30:00,20169.4,20673.635,2.5,TP
LONG,2022-11-04 10:00:00,2022-11-04 14:20:00,20573.3,21087.632499999996,2.5,TP
LONG,2022-11-04 15:05:00,2022-11-04 15:55:00,21149.5,20832.2575,-1.5,SL
LONG,2022-11-04 16:15:00,2022-11-05 00:40:00,20831.3,21352.082499999997,2.5,TP
LONG,2022-11-05 00:45:00,2022-11-06 23:10:00,21367.6,21047.086,-1.5,SL
SHORT,2022-11-08 00:00:00,2022-11-08 04:05:00,20616.0,20100.6,2.5,TP
SHORT,2022-11-08 05:30:00,2022-11-08 16:05:00,19598.2,19892.173,-1.5,SL
SHORT,2022-11-08 17:05:00,2022-11-08 17:50:00,20183.9,19679.3025,2.5,TP
SHORT,2022-11-08 19:45:00,2022-11-09 03:10:00,18492.4,18030.09,2.5,TP
SHORT,2022-11-16 19:00:00,2022-11-18 00:10:00,16534.3,16782.314499999997,-1.5,SL
SHORT,2022-11-20 23:00:00,2022-11-21 19:25:00,16271.7,15864.907500000001,2.5,TP
SHORT,2022-11-21 20:00:00,2022-11-22 13:10:00,15732.3,15968.284499999998,-1.5,SL
SHORT,2022-11-22 14:35:00,2022-11-23 02:15:00,16047.4,16288.110999999999,-1.5,SL
SHORT,2022-11-28 02:10:00,2022-11-29 04:25:00,16132.2,16374.182999999999,-1.5,SL
SHORT,2022-11-29 12:00:00,2022-11-30 00:40:00,16478.4,16725.576,-1.5,SL
LONG,2022-11-30 02:00:00,2022-12-05 04:55:00,16910.4,17333.16,2.5,TP
LONG,2022-12-05 09:25:00,2022-12-05 16:20:00,17294.4,17034.984,-1.5,SL
LONG,2022-12-08 21:00:00,2022-12-12 02:50:00,17173.0,16915.405,-1.5,SL
LONG,2022-12-13 00:00:00,2022-12-13 13:30:00,17196.9,17626.8225,2.5,TP
LONG,2022-12-13 14:25:00,2022-12-13 17:50:00,17897.4,17628.939000000002,-1.5,SL
LONG,2022-12-13 18:10:00,2022-12-14 16:20:00,17676.4,18118.31,2.5,TP
LONG,2022-12-14 20:00:00,2022-12-15 02:00:00,17853.6,17585.796,-1.5,SL
SHORT,2022-12-16 00:00:00,2022-12-16 14:15:00,17371.1,16936.8225,2.5,TP
SHORT,2022-12-16 14:50:00,2022-12-16 23:10:00,17038.1,16612.1475,2.5,TP
SHORT,2022-12-16 23:20:00,2022-12-20 14:55:00,16614.1,16863.311499999996,-1.5,SL
SHORT,2022-12-22 18:00:00,2022-12-22 22:10:00,16570.5,16819.0575,-1.5,SL
SHORT,2022-12-25 17:00:00,2023-01-08 23:15:00,16788.7,17040.5305,-1.5,SL
LONG,2023-01-04 06:00:00,2023-01-09 15:00:00,16852.1,17273.402499999997,2.5,TP
LONG,2023-01-20 21:30:00,2023-01-21 09:45:00,22285.4,22842.535,2.5,TP
LONG,2023-01-25 20:00:00,2023-01-25 21:55:00,22903.3,23475.882499999996,2.5,TP
LONG,2023-01-25 22:20:00,2023-01-25 22:50:00,23388.0,23037.18,-1.5,SL
LONG,2023-01-25 23:20:00,2023-01-27 01:35:00,23062.3,22716.3655,-1.5,SL
LONG,2023-01-28 04:00:00,2023-01-29 18:40:00,23117.0,23694.925,2.5,TP
LONG,2023-01-29 21:05:00,2023-01-30 09:10:00,23706.1,23350.5085,-1.5,SL
LONG,2023-02-01 23:00:00,2023-02-03 08:10:00,23754.1,23397.7885,-1.5,SL
LONG,2023-02-03 08:55:00,2023-02-05 15:50:00,23427.9,23076.4815,-1.5,SL
SHORT,2023-02-06 00:00:00,2023-02-07 17:50:00,22955.2,23299.528,-1.5,SL
SHORT,2023-02-08 17:00:00,2023-02-09 19:20:00,22914.4,22341.54,2.5,TP
SHORT,2023-02-09 20:25:00,2023-02-14 15:10:00,21920.6,22249.408999999996,-1.5,SL
LONG,2023-02-15 12:50:00,2023-02-15 19:55:00,22731.1,23299.377499999995,2.5,TP
LONG,2023-02-15 21:25:00,2023-02-16 00:15:00,24099.9,24702.3975,2.5,TP
LONG,2023-02-16 00:35:00,2023-02-16 22:30:00,24660.2,24290.297,-1.5,SL
LONG,2023-02-17 12:00:00,2023-02-17 17:30:00,23797.3,24392.2325,2.5,TP
LONG,2023-02-17 17:35:00,2023-02-19 16:10:00,24428.1,25038.802499999998,2.5,TP
SHORT,2023-02-24 19:00:00,2023-02-26 18:40:00,23065.2,23411.178,-1.5,SL
LONG,2023-03-01 10:00:00,2023-03-01 19:50:00,23732.6,23376.610999999997,-1.5,SL
LONG,2023-03-01 20:45:00,2023-03-03 01:20:00,23434.6,23083.081,-1.5,SL
SHORT,2023-03-03 04:00:00,2023-03-05 01:15:00,22275.7,22609.835499999997,-1.5,SL
SHORT,2023-03-05 02:20:00,2023-03-07 21:10:00,22548.6,21984.885,2.5,TP
SHORT,2023-03-07 23:25:00,2023-03-09 13:20:00,22133.1,21579.7725,2.5,TP
SHORT,2023-03-09 14:40:00,2023-03-09 18:30:00,21716.3,21173.392499999998,2.5,TP
SHORT,2023-03-09 19:40:00,2023-03-09 20:55:00,20882.9,20360.8275,2.5,TP
LONG,2023-03-13 00:00:00,2023-03-13 13:45:00,21963.6,22512.689999999995,2.5,TP
LONG,2023-03-13 13:55:00,2023-03-13 14:15:00,22467.2,23028.879999999997,2.5,TP
LONG,2023-03-13 15:50:00,2023-03-14 05:10:00,23978.1,24577.552499999998,2.5,TP
LONG,2023-03-29 06:00:00,2023-03-29 08:10:00,27499.5,28186.9875,2.5,TP
LONG,2023-03-29 08:40:00,2023-03-30 17:30:00,28437.9,28011.3315,-1.5,SL
LONG,2023-03-30 18:30:00,2023-03-31 14:45:00,27901.0,28598.524999999998,2.5,TP
LONG,2023-04-01 04:00:00,2023-04-02 15:10:00,28538.6,28110.520999999997,-1.5,SL
LONG,2023-04-09 17:00:00,2023-04-10 16:45:00,27885.0,28582.124999999996,2.5,TP
LONG,2023-04-10 17:45:00,2023-04-11 00:50:00,29099.0,29826.475,2.5,TP
LONG,2023-04-11 02:00:00,2023-04-14 06:50:00,30135.9,30889.2975,2.5,TP
LONG,2023-04-18 08:00:00,2023-04-19 08:20:00,29756.6,29310.250999999997,-1.5,SL
SHORT,2023-04-19 10:00:00,2023-04-20 16:00:00,29160.2,28431.195,2.5,TP
SHORT,2023-04-20 22:10:00,2023-04-21 19:05:00,28302.3,27594.7425,2.5,TP
LONG,2023-04-27 00:00:00,2023-04-27 00:20:00,28368.0,29077.199999999997,2.5,TP
LONG,2023-04-27 01:05:00,2023-04-27 01:20:00,29106.8,28670.198,-1.5,SL
LONG,2023-04-27 02:00:00,2023-04-27 18:25:00,28874.1,29595.952499999996,2.5,TP
LONG,2023-04-27 21:00:00,2023-04-28 08:40:00,29679.1,29233.9135,-1.5,SL
LONG,2023-04-30 17:00:00,2023-04-30 19:15:00,29733.1,29287.103499999997,-1.5,SL
SHORT,2023-05-01 03:00:00,2023-05-01 19:15:00,28542.8,27829.23,2.5,TP
SHORT,2023-05-01 19:20:00,2023-05-02 14:25:00,27961.2,28380.618,-1.5,SL
SHORT,2023-05-02 14:50:00,2023-05-02 19:05:00,28352.0,28777.28,-1.5,SL
LONG,2023-05-03 04:00:00,2023-05-03 22:20:00,28469.0,29180.725,2.5,TP
SHORT,2023-05-02 19:30:00,2023-05-03 22:20:00,28740.0,29171.1,-1.5,SL
LONG,2023-05-04 00:00:00,2023-05-06 00:35:00,29043.0,29769.074999999997,2.5,TP
SHORT,2023-05-07 00:00:00,2023-05-08 01:40:00,28852.1,28130.797499999997,2.5,TP
SHORT,2023-05-08 02:05:00,2023-05-08 18:00:00,28225.0,27519.375,2.5,TP
SHORT,2023-05-08 18:15:00,2023-05-10 12:40:00,27560.7,27974.1105,-1.5,SL
SHORT,2023-05-10 16:00:00,2023-05-10 17:15:00,28159.0,27455.024999999998,2.5,TP
SHORT,2023-05-10 18:15:00,2023-05-10 20:15:00,27456.6,27868.448999999997,-1.5,SL
SHORT,2023-05-10 20:55:00,2023-05-11 14:00:00,27848.3,27152.0925,2.5,TP
SHORT,2023-05-11 17:25:00,2023-05-12 06:10:00,26879.9,26207.9025,2.5,TP
SHORT,2023-05-12 06:30:00,2023-05-12 21:10:00,26227.3,26620.709499999997,-1.5,SL
SHORT,2023-05-17 13:00:00,2023-05-17 17:50:00,26655.3,27055.129499999995,-1.5,SL
SHORT,2023-05-18 17:00:00,2023-05-24 13:50:00,27050.0,26373.75,2.5,TP
SHORT,2023-05-24 13:55:00,2023-05-26 14:30:00,26432.0,26828.479999999996,-1.5,SL
LONG,2023-05-28 02:00:00,2023-05-28 21:45:00,27081.5,27758.5375,2.5,TP
LONG,2023-05-28 22:30:00,2023-05-29 15:55:00,28048.6,27627.871,-1.5,SL
LONG,2023-05-29 16:40:00,2023-05-31 05:05:00,27648.7,27233.9695,-1.5,SL
SHORT,2023-06-01 00:30:00,2023-06-05 15:25:00,27172.0,26492.7,2.5,TP
SHORT,2023-06-05 15:35:00,2023-06-05 16:00:00,26463.2,25801.62,2.5,TP
SHORT,2023-06-05 16:55:00,2023-06-06 16:20:00,25796.8,26183.751999999997,-1.5,SL
LONG,2023-06-06 16:00:00,2023-06-06 19:20:00,26153.6,26807.439999999995,2.5,TP
LONG,2023-06-06 20:00:00,2023-06-07 09:35:00,27067.6,26661.586,-1.5,SL
SHORT,2023-06-07 12:00:00,2023-06-07 21:55:00,26831.9,26161.1025,2.5,TP
SHORT,2023-06-10 07:00:00,2023-06-10 17:30:00,25516.3,25899.044499999996,-1.5,SL
SHORT,2023-06-10 18:00:00,2023-06-14 20:30:00,25917.5,25269.5625,2.5,TP
SHORT,2023-06-14 21:15:00,2023-06-15 20:55:00,25165.2,25542.678,-1.5,SL
SHORT,2023-06-15 21:45:00,2023-06-16 17:00:00,25575.1,25958.726499999997,-1.5,SL
LONG,2023-06-17 06:00:00,2023-06-20 16:45:00,26652.6,27318.914999999997,2.5,TP
LONG,2023-06-20 16:50:00,2023-06-20 18:20:00,27285.1,27967.227499999997,2.5,TP
LONG,2023-06-20 18:30:00,2023-06-21 01:00:00,27879.6,28576.589999999997,2.5,TP
LONG,2023-06-21 01:35:00,2023-06-21 14:35:00,28762.1,29481.152499999997,2.5,TP
LONG,2023-06-29 12:00:00,2023-06-30 13:45:00,30635.9,30176.361500000003,-1.5,SL
LONG,2023-07-03 18:00:00,2023-07-05 10:35:00,31011.1,30545.9335,-1.5,SL
LONG,2023-07-06 04:00:00,2023-07-06 08:55:00,30474.1,31235.952499999996,2.5,TP
LONG,2023-07-06 09:30:00,2023-07-06 11:55:00,31350.7,30880.4395,-1.5,SL
LONG,2023-07-13 18:00:00,2023-07-14 18:20:00,31131.9,30664.9215,-1.5,SL
SHORT,2023-07-14 16:00:00,2023-07-14 18:25:00,31236.0,30455.1,2.5,TP
SHORT,2023-07-14 19:10:00,2023-07-24 09:50:00,30218.1,29462.6475,2.5,TP
SHORT,2023-07-24 11:00:00,2023-08-02 00:00:00,29313.0,29752.694999999996,-1.5,SL
SHORT,2023-08-02 20:00:00,2023-08-08 13:00:00,29145.9,29583.088499999998,-1.5,SL
LONG,2023-08-08 13:00:00,2023-08-14 02:05:00,29651.9,29207.1215,-1.5,SL
LONG,2023-08-14 04:00:00,2023-08-16 20:35:00,29397.9,28956.931500000002,-1.5,SL
SHORT,2023-08-16 08:00:00,2023-08-17 00:40:00,29190.3,28460.5425,2.5,TP
SHORT,2023-08-17 00:45:00,2023-08-17 16:00:00,28484.6,27772.484999999997,2.5,TP
SHORT,2023-08-17 16:25:00,2023-08-17 21:40:00,27882.3,27185.2425,2.5,TP
SHORT,2023-08-28 08:00:00,2023-08-29 14:20:00,25943.8,26332.957,-1.5,SL
LONG,2023-08-29 16:00:00,2023-08-31 15:40:00,27356.0,26945.66,-1.5,SL
SHORT,2023-08-31 20:00:00,2023-09-01 17:25:00,26113.3,25460.4675,2.5,TP
SHORT,2023-09-01 17:45:00,2023-09-02 14:45:00,25478.4,25860.575999999997,-1.5,SL
SHORT,2023-09-02 14:50:00,2023-09-07 21:05:00,25850.0,26237.749999999996,-1.5,SL
LONG,2023-09-07 00:00:00,2023-09-11 14:35:00,25747.8,25361.583,-1.5,SL
SHORT,2023-09-10 13:00:00,2023-09-11 14:45:00,25788.7,25143.982500000002,2.5,TP
SHORT,2023-09-11 15:05:00,2023-09-12 03:15:00,25155.5,25532.832499999997,-1.5,SL
LONG,2023-09-13 00:10:00,2023-09-14 00:55:00,25850.6,26496.864999999998,2.5,TP
LONG,2023-09-14 01:05:00,2023-09-18 10:30:00,26376.1,27035.502499999995,2.5,TP
LONG,2023-09-18 16:25:00,2023-09-18 17:30:00,27196.7,26788.7495,-1.5,SL
LONG,2023-09-18 19:25:00,2023-09-19 15:50:00,26743.1,27411.677499999994,2.5,TP
LONG,2023-09-19 17:10:00,2023-09-21 09:35:00,27185.4,26777.619000000002,-1.5,SL
SHORT,2023-09-25 00:00:00,2023-09-27 11:30:00,26203.1,26596.146499999995,-1.5,SL
LONG,2023-09-28 14:00:00,2023-10-01 10:05:00,26563.8,27227.894999999997,2.5,TP
LONG,2023-10-01 12:10:00,2023-10-01 22:15:00,27132.9,27811.2225,2.5,TP
LONG,2023-10-07 11:00:00,2023-10-09 09:45:00,27949.6,27530.356,-1.5,SL
SHORT,2023-10-11 06:00:00,2023-10-16 05:15:00,27093.2,27499.597999999998,-1.5,SL
LONG,2023-10-16 00:00:00,2023-10-16 05:35:00,27149.9,27828.6475,2.5,TP
LONG,2023-10-16 06:15:00,2023-10-16 13:25:00,27870.0,28566.749999999996,2.5,TP
LONG,2023-10-16 13:40:00,2023-10-20 02:45:00,28232.1,28937.902499999997,2.5,TP
LONG,2023-10-29 13:00:00,2023-11-01 20:55:00,34422.5,35283.0625,2.5,TP
LONG,2023-11-01 21:20:00,2023-11-02 15:20:00,35307.9,34778.281500000005,-1.5,SL
LONG,2023-11-02 16:05:00,2023-11-03 10:05:00,34732.0,34211.02,-1.5,SL
LONG,2023-11-03 12:00:00,2023-11-04 22:50:00,34207.3,35062.4825,2.5,TP
LONG,2023-11-05 03:00:00,2023-11-08 23:40:00,35029.9,35905.6475,2.5,TP
LONG,2023-11-09 01:00:00,2023-11-09 04:35:00,35858.0,36754.45,2.5,TP
LONG,2023-11-09 08:00:00,2023-11-09 14:10:00,36583.6,37498.189999999995,2.5,TP
LONG,2023-11-09 15:00:00,2023-11-09 15:55:00,37782.2,37215.467,-1.5,SL
LONG,2023-11-09 17:30:00,2023-11-10 16:05:00,36337.6,37246.03999999999,2.5,TP
LONG,2023-11-10 22:00:00,2023-11-13 11:45:00,37350.0,36789.75,-1.5,SL
LONG,2023-11-15 16:00:00,2023-11-15 18:50:00,36452.1,37363.4025,2.5,TP
LONG,2023-11-15 19:15:00,2023-11-16 14:05:00,37342.4,36782.264,-1.5,SL
LONG,2023-11-17 00:00:00,2023-11-19 23:00:00,36141.0,37044.524999999994,2.5,TP
LONG,2023-11-19 23:00:00,2023-11-21 14:40:00,37266.5,36707.5025,-1.5,SL
SHORT,2023-11-21 12:00:00,2023-11-21 23:20:00,37189.5,36259.7625,2.5,TP
SHORT,2023-11-21 23:40:00,2023-11-22 09:35:00,36077.0,36618.155,-1.5,SL
LONG,2023-11-22 16:00:00,2023-11-22 20:35:00,36516.7,37429.61749999999,2.5,TP
LONG,2023-11-22 23:25:00,2023-11-24 15:25:00,37314.9,38247.7725,2.5,TP
LONG,2023-11-24 15:30:00,2023-11-24 18:40:00,38200.1,37627.0985,-1.5,SL
LONG,2023-11-24 18:45:00,2023-11-27 10:35:00,37672.2,37107.117,-1.5,SL
LONG,2023-11-28 17:00:00,2023-12-01 16:30:00,37888.3,38835.5075,2.5,TP
LONG,2023-12-01 16:35:00,2023-12-03 15:55:00,38785.5,39755.1375,2.5,TP
LONG,2023-12-14 00:00:00,2023-12-14 13:30:00,42870.1,42227.0485,-1.5,SL
LONG,2023-12-14 13:50:00,2023-12-15 15:35:00,42503.5,41865.9475,-1.5,SL
LONG,2023-12-16 00:00:00,2023-12-17 23:30:00,42007.6,41377.486,-1.5,SL
SHORT,2023-12-17 08:00:00,2023-12-18 09:20:00,41911.0,40863.225,2.5,TP
LONG,2023-12-18 20:00:00,2023-12-19 00:35:00,41744.1,42787.70249999999,2.5,TP
LONG,2023-12-19 02:00:00,2023-12-19 14:45:00,43256.7,42607.8495,-1.5,SL
LONG,2023-12-19 15:10:00,2023-12-19 17:20:00,42583.8,41945.043000000005,-1.5,SL
LONG,2023-12-19 18:10:00,2023-12-20 13:05:00,42073.2,43125.02999999999,2.5,TP
LONG,2023-12-20 14:05:00,2023-12-24 22:10:00,43739.6,43083.506,-1.5,SL
LONG,2023-12-25 12:00:00,2023-12-26 09:45:00,43148.1,42500.8785,-1.5,SL
SHORT,2023-12-26 07:00:00,2023-12-27 20:35:00,42769.8,43411.347,-1.5,SL
LONG,2023-12-27 16:00:00,2023-12-29 01:30:00,42987.0,42342.195,-1.5,SL
SHORT,2023-12-28 12:00:00,2023-12-29 16:55:00,43087.1,42009.9225,2.5,TP
SHORT,2023-12-29 22:00:00,2023-12-30 16:10:00,41948.7,42577.930499999995,-1.5,SL
LONG,2024-01-01 21:00:00,2024-01-02 00:50:00,43795.7,44890.59249999999,2.5,TP
LONG,2024-01-02 01:10:00,2024-01-03 11:50:00,44937.6,44263.536,-1.5,SL
SHORT,2024-01-03 08:00:00,2024-01-03 11:55:00,45071.1,43944.322499999995,2.5,TP
